py_name,kr_name,jp_name,teacher,bio,birth_date,death_date,display_birth_date,display_death_date,works,links
Dahui Zonggao,,Daie Sôkô,"Yuanwu ""Foguo"" Keqin","A native of Xuanzho, Anhui; ordained as monk at age 16; pilgrimage took him to important Caodong masters of his time and to Zhantang Wenhun (1061-1115) of the Huanglong line from Linji. After Zhantang's death, he studied with Yuanwu, eventually succeeding him. In 1127 the Northern Song dyasty fell to Jurchen invaders, prompting Dahui to head south where he resided with his teacher Yuanwu at Mount Yunju. In 1130, Yuanwu returned to Sichuan, and Dahui remained for a time, then moved to Yunmen, Jiangxi, then to Yangyu an, Fujian. During this time he become known for sharp criticism of ""silent illumination Zen"" and for supporting ""koan-introspecting Zen."" In 1137, Dahui moved to Mount Jing, Zhejiang. In 1141, defrocked for his support of armed resistance against the Jurchen, Dahui went to Hangyag, Hunan, and around 1151, to Meiyang, Guangdong. Pardoned in 1155, he remained at Meiyang until imperial command returned him to Mount Jing, Zhejiang in 1158. There he taught an assembly of nearly 1,700 monks until his death. He was tremendously influential for the Korean Son/Hwaom master Pojo Chinul",1089,1163,1089,1163,,https://www.bowzwestchester.org/p/characters.html
Zhenxie Qingliao,,,Danxia Zichun,,1090,1151,1090,1151,,
Miaodao,,,Dahui Zonggao,Abbess of the Ching-chu Nunnery in Wen-chou,,,1090,1160,,
Hongzhi Zhengjue,,Wanshi Sh_gaku,Danxia Zichun,,1091,1157,1091,1157,"The Book of Serenity (Compiled and annotated), Cultivating the Empty Field",
Tiantong Zongjue,,,Zhenxie Qingliao,,1091,1162,1091,1162,,
Huguo Jingyuan,,,"Yuanwu ""Foguo"" Keqin",,1094,1146,1094,1146,,https://www.bowzwestchester.org/p/characters.html
Zishou Miaozong,,,Dahui Zonggao,"Miao-tsung was born into a wealthy family. As a teenager, ignorant of Chan, she had a great insight but thought everyone had them so didn't mention it to anyone. She married, somewhat against her will, and began practicing on her own. She had several encounters with various Chan masters in which she basically blew them away. Still a laywoman, she took lay precepts with Ta-hui and sat a summer retreat during which she fully awakened. She was recognized as a teacher while still a laywoman, and did not become a nun until quite old.",1095,1170,1095,1170,,
Zide Huihui,,,Hongzhi Zhengjue,,1097,1183,1097,1183,,
Yingan Tanhua,,Oan Donge,Huqiu Shaolong,,1103,1163,1103,1163,,
Xuedou Zhijian,,,Tiantong Zongjue,,1105,1192,1105,1192,,
Huoan Shiti,Hok Am,Wakuan Shitai,Huguo Jingyuan,"Grandson in Dharma of Yuanwu Keqin, the editor of Hekiganroku
<br>Appears in: GG4",1108,1179,1108,1179,,
Laona Zudeng,,Rono Soto,Yuean Shanguo,,,,1112,1182,,
Lingyan Sengbao,,,Puzhao Yibian,,1114,1171,1114,1171,,
Mian Xianjie,,Mittan Kanketsu,Yingan Tanhua,,1118,1186,1118,1186,,
Yushan Shiti,,,Lingyan Sengbao,,,,1131,1201,,
Poan Zuxian,,Hoan Sosen,Mian Xianjie,,1136,1211,1136,1211,,
Xueyan Huiman,,,Yushan Shiti,,,1206,1136,1206,,
Songyuan Chongyue,,Shogen Sogaku,Mian Xianjie,,1139,1209,1139,1209,,
Yuelin Shiguan,,Gatsurin Shikan,Laona Zudeng,,1143,1217,1143,1217,,
Yunan Puyan,,Unan Fugan,Songyuan Chongyue,,1156,1226,1156,1226,,
Tiantong Rujing,,,Xuedou Zhijian,,1162,1228,1162,1228,,
Wansong Xingxiu,,Bansho Gyoshu,Xueyan Huiman,,1166,1246,1166,1246,The Book of Serenity (Capping phrases and commentaries),
Wuzhun Shifan,,,Poan Zuxian,,1177,1249,1177,1249,,
Wumen Huikai,Mu Mun,Mumon Ekai,Yuelin Shiguan,,1183,1260,1183,1260,The Gateless Gate,
Xutang Zhiyu,,Kid_ Chigu,Yunan Puyan,,1185,1269,1185,1269,The Record of Empty Hall,
Ehei Dogen,,,Tiantong Rujing,,1200,1253,1200,1253,,
Xueyan Huilang,,Setsugan Sokin,Wuzhun Shifan,,1215,1287,1215,1287,,
Jian Zongxin,,,Xueyan Huilang,,,,1247,1317,,
Shiwu Qiggong,,,Jian Zongxin,,1272,1352,1272,1352,,
Taego Bou,,,Shiwu Qiggong,,1301,1382,1301,1382,,
Hwan Am Hon Su,,,Taego Bou,,1320,1392,1320,1392,,
Gu Gok Gag Un,,,Hwan Am Hon Su,,,,1352,1432,,
Byeok Gye Jeong Sim,,,Gu Gok Gag Un,,,,1402,1492,,
Byeok Song Ji Eom,,,Byeok Gye Jeong Sim,,1464,1534,1464,1534,,
Bu Yong Yeong Gwam,,,Byeok Song Ji Eom,,1485,1571,1485,1571,,
Cheong Heo Hyu Jeong,So Sahn,,Bu Yong Yeong Gwam,,1520,1604,1520,1604,The Mirror of Zen,
Pyeon Yang Eon Gi,,,Cheong Heo Hyu Jeong,,1581,1644,1581,1644,,
Pung Dam Ui Sim,,,Pyeon Yang Eon Gi,,1592,1655,1592,1655,,
Wol Dam Seol Je,,,Pung Dam Ui Sim,,1632,1704,1632,1704,,
Hwan Seong Jian,,,Wol Dam Seol Je,,1664,1729,1664,1729,,
Ho Am Che Jeong,,,Hwan Seong Jian,,,1748,1678,1748,,
Cheong Bong Geo An,,,Ho Am Che Jeong,,,,1708,1788,,
Yul Bong Cheong Go,,,Cheong Bong Geo An,,,1823,1753,1823,,
Geum Heo Beop Cheom,,,Yul Bong Cheong Go,,,,1768,1838,,
Yong Am Hye Eon,,,Geum Heo Beop Cheom,,,,1783,1853,,
Yeong Wol Bong Yul,,,Yong Am Hye Eon,,,,1798,1868,,
Man Hwa Bo Seon,,,Yeong Wol Bong Yul,,,1879,1809,1879,,
Kyong Ho Seong U,,,Man Hwa Bo Seon,,1846,1912,1846,1912,,
Su Wol,,,Kyong Ho Seong U,,1855,1928,1855,1928,,
Hye Wol Hyem Yeong,,,Kyong Ho Seong U,,1861,1937,1861,1937,,
Yong Song,,,Kyong Ho Seong U,,1864,1940,1864,1940,,
Man Gong Wol Myeon,,,Kyong Ho Seong U,,1871,1946,1871,1946,,
Han Am Jung Won,,,Kyong Ho Seong U,,1876,1951,1876,1951,,
Beophui,,,Man Gong Wol Myeon,"Born in 1887, she was left at a women's temple by her grandmother when she was three, took novice precepts at 14, and full precepts at 21. She began studying with Man Gong at the age of 25 and received transmission at the age of 29. She was a major administrator, a widely respected unsa, and was known for her tireless energy, working during the day, practicing most of the night, sleeping only about two hours a night. She never gave a dharma talk and left no written record. Her teaching was largely by example. Apparently the first nun in the modern era of Korean Buddhism to be taken seriously by the monks, she had a great influence on the nuns' order, both in her own right and from her dharma descendants. The Chogye web page describes her as establishing a woman's lineage, and describes nine of her students as Masters.",1887,1975,1887,1975,,
Un Bong Seong Su,,,Hye Wol Hyem Yeong,,1889,1944,1889,1944,,https://terebess.hu/zen/mesterek/Unbong.html
Ko Bong Gyeong Uk,,,Man Gong Wol Myeon,,1890,1962,1890,1962,,
Jeon Gong Yeong Sin,,,Man Gong Wol Myeon,,1898,1975,1898,1975,,
Kim Iryeop,,,Man Gong Wol Myeon,"Born in 1896 into a Christian family, she was a well-known writer, feminist and intellectual, whose achievements were overshadowed in the public mind by her life (several lovers, marriages, a child out of wedlock, all in the open and without shame). Then, at 33, she became a Buddhist nun and Man Gong's student. She promised Man Gong that she would stop writing, but found this impossible. In the early years of her training she wrote secretly, at night, in the dark; later she wrote openly. Most of her later writing was meant to encourage others to practice Buddhism. Her own practice was fierce: in the last ten years of her life she remained in meditation posture more or less continuously, not even lying down to sleep; in her last three years her legs had atrophied to the extent that she could no longer walk.",1896,1971,1896,1971,,
Kum Bong Pak,,,Hye Wol Hyem Yeong,,,,1900,1970,,
Un Bong Chong,,,Hye Wol Hyem Yeong,,,,1900,1970,,
Man Seong,,,Man Gong Wol Myeon,,,,1906,1976,,
Hyang Gok Hye Rim,,,Un Bong Seong Su,,1912,1978,1912,1978,,
Sae Deung,,,Ko Bong Gyeong Uk,"Sae Deung Sunim, Zen Master Seung Sahn's dharma sister, was born in 1926 and first entered temple life at the age of 11 years old. She received the novice precepts from Zen Master Ko Bong at the age of 14, and the name Sae Deung which means ""lantern that ligbts the world,"" She establisbed the Sae Deung Son Won, a training center for nuns in Taejon, and visited the Providence Zen Center in 1982, on the occasion of its tenth anniversary. Sae Deung Sunim passed the Duk Sahn ""Carrying Bowls"" kong-an, and was one of three nuns to receive inka from Ko Bong Sunim. Sbe died on December 9, 1993, leaving nine ordained nun disciples. Her cremation took place at Su Dok Sah temple with several bundred people in attendance, including Zen Master Seung Sahn, who traveled there from Hong Kong especially for the occasion.",1926,1993,1926,1993,,
Seung Sahn Haeng Won,,,Ko Bong Gyeong Uk,,1927,2004,1927,2004,,
Jinje Beopwon,,,Hyang Gok Hye Rim,,1934,,1934,,,
Dae Won Moon Jae Hyeon,,,Jeon Gang Yeong Sin,,1936,,1936,,,
Hae Kwang,,,Seung Sahn Haeng Won,"Zen Master Hae Kwang (Stanley Lombardo) received inka from Zen Master Seung Sahn in 1992 and transmission as a Zen Master in 1998. He is editor and co-editor of three of Zen Master Seung Sahn's books (Bone of Space, Only Don't Know, and Ten Gates). He is a Classics professor at the University of Kansas and has published translations of Greek poetry and philosophy, including translations of Homer's Iliad and Odyssey. He has also co-authored a translation of the Tao Te Ching.",1943,,1943,,,
Su Bong,,,Seung Sahn Haeng Won,"Zen Master Su Bong was born on January 7, 1943 in North Kona, Hawaii. His mother was of Korean descent, and his father was of Chinese Hakka origin.

In 1974, he met Zen Master Seung Sahn, and soon became one of his most dedicated students in America. Between 1975 and 1981 he helped establish the Dharma Zen Centre in Los Angeles, and helped build many Buddhist temples and pagodas in North America. In 1981, he received 'inka', the authority to lead retreats and teach kong-an practice, and also served as Abbot of Dharma Zen Centre. In 1983, he was ordained as a monk and given the name Mu Deung.

Between 1983 and 1994, he led thirteen 90-days Kyol Che retreats in the United States, as well as the Su Dok Sah, Shin Won Sah and Hwa Gye Sah temples in Korea. He also made many teaching trips to Western and Eastern Europe especially Poland and Russia. In October 1992, at a formal ceremony in Providence Zen Centre, he received transmission of the Dharma from Zen Master Seung Sahn, and the Enlightenment name of Su Bong Soen Sa, meaning ""Extraordinary Peak"".

Between 1990 and 1994 he taught extensively in South Africa and Hong Kong. Together with Zen Master Seung Sahn, Zen Master Su Bong brought Zen teaching to China, Singapore, Malaysia and Australia. He was the guiding teacher for the Hong Kong Sangha, the South African Sangha, the Seoul International Sangha, and the Queensland, Australia, Sangha.

On July 17, 1994, when Zen Master Su Bong was giving an interview to a young girl aged fourteen in Hong Kong Zen Centre, he asked the young girl: ""What is the universal sound?"" The young girl hit the floor. Zen Master said: ""Correct"", and then passed into Nirvana, sitting up in his full Dharma robe and kasa. His bodily age was fifty-one, and his monk's age was eleven",1943,1994,1943,1994,,
Dae Kwang,,,Seung Sahn Haeng Won,"Zen Master Dae Kwang has been a monk since 1987 and received transmission in 1996. He is the guiding teacher Zen centers in Wisconsin and Mexico. Zen Master Dae Kwang has traveled widely, leading retreats throughout North America, Europe, and Asia, including 90-day retreats in Korea. His interests include meditation practices common to Christians and Buddhists.",1944,,1944,,,
Won Gwang,,,Seung Sahn Haeng Won,"Chang Sik Kim was a South Korean Buddhist master. He was born in Korea in 1944. When he was thirteen he met his teacher, Seung Sahn Lee, and entered the Hwa Gye temple in Seoul. When Kim was 21, his teacher sent him on a 100-day meditation retreat. During this retreat the art of Shim Gum Do was revealed to Kim through his meditation and he attained Mind Sword enlightenment.

In 1971, Shim Gum Do Founding Master, Chang Sik Kim officially introduced Shim Gum Do with the Proclamation of Shim Gum Do. Kim established the Korean Shim Gum Do Association and began teaching Shim Gum Do in Korea. In 1974, Kim came to the United States and began teaching Shim Gum Do, forming clubs at MIT and Brown University. In 1978 he established the American Buddhist Shim Gum Do Association and in 1991 he established the World Shim Gum Do Association unifying all of the worldwide Shim Gum Do Associations. In 1990, Seung Sahn Lee, certified Kim’s enlightenment. This made him the 79th patriarch of this Dharma lineage.

Won Gwang lived and tought at his temple, Shim Gwang Sa, the Mind Light Temple in Brighton, Massachusetts. Kim has also written 22,000 Zen Poems from 1990 to 2008 and continues today. He has also published 11 books in English, two in Korean, one each in Spanish, French and Japanese.",1944,2021,1944,2021,,
Bon Haeng,,,Dae Kwang,"Judy Roitman began practicing Zen with Zen Master Seung Sahn in 1976. One of the founders of the Kansas Zen Center in 1978, she received inka (full authorization to teach) from Zen Master Seung Sahn in 1998 and transmission from Zen Master Dae Kwang in April 2013. She is currently the guiding teacher of the Kansas Zen Center.",1945,,1945,,,
Bo Mun,,,Seung Sahn Haeng Won,"George Bowman, or Bo Mun Soen sa Nim, is a Zen master and licensed psychotherapist living at Furnace Mountain in Clay City, Kentucky. He received Dharma transmission from Seung Sahn Soen Sa Nim in 1992, and is a former teacher in the Kwan Um School of Zen. He was a founding member of the Providence Zen Center in 1972 and also did koan study with Joshu Sasaki from 1977 to 2003. Furnace Mountain is run by Dae Gak Soen Sa Nim—another former Kwan Um line teacher. He was a resident teacher at the Cambridge Buddhist Association from 1991 to 1999, and in 1994 became a guiding teacher of the Institute for Meditation and Psychotherapy. Today he travels to Boston, Massachusetts most months to lead a ""floating zendo"" named the Single Flower Sangha. Bowman has given inka to his student David Dayan Rynick, who was the first individual to be acknowledged as a teacher outside of the Kwan Um lineage",,,1946,,,
Dae Gak,,,Seung Sahn Haeng Won,"Dae Gak (born 1947), born Robert Genthner, is a Zen master and the guiding teacher of Furnace Mountain in Clay City, Kentucky, a Korean Buddhist temple and retreat center co-founded in 1986 with Seung Sahn. He received Dharma transmission from Seung Sahn in 1994, and now teaches independently of Seung Sahn's Kwan Um School of Zen. In addition to Furnace Mountain he serves as guiding teacher for other Zen groups in North America, Germany and England. He also holds a Ph.D. in psychology and is currently a licensed psychologist in the state of Kentucky.",1947,,1947,,"Upright with Poise and Grace, Going Beyond Buddha: The Awakening Practice of Listening",
Soeng Hyang,,,Seung Sahn Haeng Won,"Zen Master Soeng Hyang (Barbara Rhodes) is the School Zen Master of the Kwan Um School of Zen. She received dharma transmission from Zen Master Seung Sahn on October 10, 1992. She was one of Zen Master Seung Sahn's first American students and studied with him beginning in 1972. She was given inka in 1977. A registered nurse since 1969, she currently works in hospice care. She helped found Providence Zen Center, and lived there for seventeen years, serving in a number of administrative capacities. Zen Master Soeng Hyang has a daughter and lives with her partner, Mary, in California.",1948,,1948,,,
Wu Bong,,,Seung Sahn Haeng Won,"Wu Bong, born Jacob Perl, was a Zen master in the Kwan Um School of Zen. Perl was the head teacher of the European Kwan Um School of Zen. The first student of Seungsahn in the United States, he had previously practiced Zen in the S_t_ tradition at the San Francisco Zen Center under Shunry_ Suzuki. He also spent one year studying the Nyingma school of Tibetan Buddhism at the Tibetan Nyingmapa Meditation Center in Berkeley, California under Tarthang Tulku.

Born in Poland, he and Seungsahn established the first Zen center ever to exist in his home country in 1978. In 1983 Perl was made a Ji Do Poep Sa Nim in the Kwan Um School—granting him some teaching responsibilities—and in 1993 he received dharma transmission from Seungsahn, making him an independent Zen master. Perl's wife, Grazyna Perl (Bonyo), is also a Zen master in the Kwan Um School of Zen. The pair moved to Paris in 1995 and established the Paris Zen Center.

In 2009, Wubong became a bhik_u. He died while leading a zen retreat in Paris on April 17, 2013",1950,2013,1950,2013,,
Wu Kwang,,,Seung Sahn Haeng Won,"Zen Master Wu Kwang, (Richard Shrobe) is guiding teacher of the Chogye International Zen Center of New York and lives in New York with his family. Before he began practicing Zen he studied intensively with Swami Satchidananda, living with his wife and children for four years at the Integral Yoga Institute in New York. He has a Master's degree in Social Work and did six years of postgraduate study in Gestalt, including training with Laura Perls. He has been director of a drug program, and has served as an instructor in psychiatry and Gestalt therapy. He started practicing with Zen Master Seung Sahn in 1975 and was given inka in 1984. He received dharma transmission on August 1, 1993. A former professional musician, his undergraduate training was in music theory, and he also studied with jazz pianist, Barry Harris. Currently he has a private practice in psychotherapy specializing in the Gestalt approach.",1950,,1950,,"Open Mouth Already a Mistake, Don't Know Mind: The Spirit of Korean Zen, and Elegant Failure: A Guide to Zen Koans",
Dae Bong,,,Seung Sahn Haeng Won,"Zen Master Dae Bong, a Zen monk, received dharma transmission in April 1999. He began practicing with Zen Master Seung Sahn in 1977 and became a monk in 1984. Before studying Zen, he worked as a counselor in a hospital and as a welder in a shipyard. He has practiced and taught extensively in Zen Centers throughout the United States, Europe and Asia. He is currently living at Mu Sang Sa, Kye Ryong Sahn International Center in Korea.",1950,,1950,,,
Bon Haeng,,,Seung Sahn Haeng Won,"Zen Master Bon Haeng (Mark Houghton) is the North American Abbot of the Kwan Um School of Zen, and a guiding teacher of the Providence Zen Center. He became a student of Zen Master Seung Sahn's in 1976. He received permission to teach from Zen Master Seung Sahn in 1990 and transmission to be Zen Master in April 2000. He is retired from working as an executive in a family-run company. Zen Master Bon Haeng also founded and guides the Open Meadow Zen Group in Lexington, teaches accredited Zen classes at Boston University, and regularly leads retreats and gives teachings around the country.",,,1950,,,
Dae Kwan,,,Seung Sahn Haeng Won,"Zen Master Dae Kwan, a Zen nun, was born in Hong Kong. She was previously called Hyang Um Sunim, and her Pali name is Suddhamma. In the 1970s she studied sutras for three years at the Kwok Kwong Buddhist College. In 1981, she ordained at Ajahn Chaa's International Forest Monastery in Thailand, and she practiced in Chiangmai for ten years including two years of intensive solo retreat in Tu Boo Cave. In 1995, she received inka from Zen Master Seung Sahn. In April 2001 she received tranmission at Mu Sang Sah in Korea. She is now the abbot and guiding teacher of Su Bong Zen Monastery in Hong Kong. She has translated the following books into Chinese: ""Dropping Ashes on Buddha,"" ""Only Don't Know,"" and ""The Whole World is a Single Flower""",,,1950,,,
Bon Soeng,,,Seung Sahn Haeng Won,"Zen Master Bon Soeng (Jeff Kitzes) received transmission in April 2001.  He has been practicing Zen since 1975, and began practicing with Zen Master Seung Sahn in 1979. He is a licensed psychotherapist in private practice, with a specialty in the integration of Zen Buddhism and Western Psychotherapy. He is the guiding teacher of Empty Gate Zen Center in Berkeley, California",,,1950,,,
Bon Yeon,,,Seung Sahn Haeng Won,"Jane McLaughlin-Dobiszis a Guiding Teacher of the Cambridge and Cape Cod Zen Centers. A student of Zen Master Seung Sahn since 1982, she received transmission from him in 2000 to be a Zen Master. She has practiced extensively in the U.S., Europe, and Asia, and previously studied Buddhism in the Tibetan tradition in Nepal, and was also a Vipassana student for three years. She has led several 90 day Kyol Che retreats in the U.S., Poland, and South Africa. Zen Master Bon Yeon is the author of ""One Hundred Days of Solitude: Losing My Self and Finding Grace on a Zen Retreat"", and the editor of ""The Whole World is a Single Flower"" by Zen Master Seung Sahn. She is a financial advisor and lives in the Boston area with her family. ",,,1955,,One Hundred Days of Solitude: Losing My Self and Finding Grace on a Zen Retreat,
Bon Shim,,,Wu Bong,"Zen Master Bon Shim met Zen Master Seung Sahn Sunim in 1978 and started practising under his guidance. She moved to Warsaw Zen Centre in 1988 and served as an abbot for many years. In 1992 she received Inka from Zen Master Seung Sahn Sunim and was Guiding Teacher in Warsaw Zen Centre until 2012. She received transmission in 2006 from Zen Master Wu Bong Sunim. She continually travels, teaches extensively in Europe and USA, recently also in Korea.",,,1955,,,
Ji Haeng,,,Wu Kwang,"Zen Master Ji Haeng, Thomas Pastor, is founder (1994) and Abbot of the Zen Center of Las Vegas. He began formal study in the Kwan Um School of Zen in the late 1980's at Dharma Zen Center in Los Angeles. He became a Dharma Teacher in 1994 and received inka from Zen Master Seung Sahn on April 6, 2002. In addition to his Abbot responsibilities in Las Vegas, Zen Master Ji Haeng is also the guiding teacher of the Isthmus Zen Community in Madison, WI. and served as Guiding Teacher in Vancouver, BC. for a period of some years. Ji Haeng has led retreats in Denver, Los Angeles, Pittsburgh, Fairbanks, Cambridge, South Florida, and Tallahassee and has given kongan interviews in Pengerang, Malaysia and Singapore. For fifteen years he taught an Introduction to Zen Buddhism course at UNLV before retiring from that position. He initiated a zen meditation program at Federal Prison Nellis which was recognized for having the highest participation rate of any religious program at the facility. (The prison was closed in 2006). An alumnus of the famed Berklee College of Music in Boston, Thom has performed with dozens of recording and show business luminaries and continues to play saxophone in Las Vegas at various jazz venues. Having continued his kong an practice with Zen Master Wu Kwang, Richard Shrobe, who he still considers to be his teacher, Ji Haeng received transmission from Wu Kwang Zen Master on April 5, 2014.",,,1955,,,
Jok Um,,,Wu Kwang,"Zen Master Jok Um (Ken Kessel) received transmission in April 2017. He began studying with Zen Master Seung Sahn in 1975. He is a Licensed Clinical Social Worker and a psychotherapist, working with children and families in foster care, substance abuse, outpatient and inpatient mental health and therapeutic preschool settings, as well as in private practice. He specializes in infant and early childhood mental health. He is guiding teacher for New Haven Zen Center, Hwa Um Sa-Orlando Zen Center, Gateless Gate Zen Center (Gainesville) and Cypress Tree Zen Group (Tallahassee). He also teaches at the Chogye International Zen Center of New York, as well as at other Zen Centers and affiliates.",,,1955,,,
Ji Kwang,,,Wu Bong,"Zen Master Ji Kwang (Roland Wöhrle-Chon) was born in 1960 in Germany. He studied Philosophy and Psychology in Bonn, Berlin and Madurai, India, where he had his first contact with yoga and meditation. Together with his wife, Muchak JDPSN, he established the Zen Center in Berlin and the Kwan Um School of Zen of Germany in 1990. He received inka in February 2000, and transmission in April 2012 from Zen Master Wu Bong and has been the Abbot of the Kwan Um School of Zen Europe since 2011. Zen Master Ji Kwang has a Ph.D. in Psychology. After living in Korea for seven years, he now works as a social scientist in Berlin and is the guiding teacher of our school in Israel, and Zen groups in Germany and England. He is married and has two children.",1960,,1960,,,
Jong Hye,,,Dae Kwang,"Joeng Hye SSN (Zen Master Andrzej Piotrowski) had his first contact with Zen practice as a member of a theater group which organized a series of workshops on human spirituality with teachers from various traditions.  A few years later he became a student of Zen Master Seung Sahn.  He has trained extensively at the Warsaw Zen Center, Wu Bong Sah, the School’s head temple for Poland.
After fourteen years of practice, he received Inka on March 5, 2000 from  Zen Master Wu Bong.  and Dharma Transmission on March 19, 2016 from Zen Master Dae Kwang.  Joeng Hye SSN works as a physical therapist in consultation with practitioners of complementary medicine.",,,1960,,,
Gu Ja,,,Bon Shim,"Gu Ja Soen Sa Nim (Zen Master Namhee Chon) holds a Master’s degree in Philosophy and Sinology from the Free University of Berlin and learned Yoga and meditation in India. Zen Master Gu Ja received Inka in 2008 from Zen Master Wu Bong and Dharma transmission in April 2017 from Zen Master Bon Shim. She is the guiding teacher of the Zen Center Berlin.

Zen Master Gu Ja met Zen Master Seung Sahn in 1989 in Warsaw, and in 1990 she founded Berlin Zen Center together with her husband Zen Master Ji Kwang. Soon after the Kwan Um School of Zen of Germany was established. She lives with her family close to Berlin and works as a scientist for East Asian studies.

Zen Master Gu Ja is the Abbess of the Kwan Um School of Zen in Germany",,,1965,,,
Hyo Bong Hang Nul,,,Man Gong Wol Myeon,"Hyobong Hangnul (1888—1966) was a Korean Jogye Seon master who was the former head of the Jogye Order. The master of the late Kusan Sunim, Hyobong was the guiding teacher of several temples in Korea—including Songgwang-sa and Haein-sa. Stephen Batchelor has called him, ""One of the most remarkable Buddhist teachers of this century in Korea."" Hyo Bong was also the first Korean individual to serve as a judge for the Japanese Imperial government, though he resigned his position after being troubled with having sentenced a man to death. Having told no one of his resignation, he took to selling toffee in rural towns and eventually, at age thirty-seven, he entered the Diamond Mountains and ordained as a Buddhist monk under Seok Du Sunim. Having entered the temple at a rather late age, he devoted himself to rigorous training. When he had still not awoken after five years, he built a mud hut and completely sealed himself off from the world, receiving food once a day. In the summer of 1931 he awoke and broke out of his hut. He then joined retreats of many different meditation halls, receiving acknowledgement of his awakening from other Zen Masters, including ManGong Sunim, who gave him the nickname “wheat pounder” (referring to the mallet used to pound wheat) because he always sat strong and straight without sleeping.Hyo Bong went on to live as a traveling monk, visiting monastery after monastery for many years. He died in the posture of zazen while at P'Yoch'chung monastery in 1966",1888,1966,1888,1966,,
Ku San Sur Yeon,,,Hyo Bong Hang Nul,"Zen Master KuSan Sunim, like many of the great masters, experienced great hardships in his youth. From the age of 9 he began to contemplate birth and death, and pondered if it were possible to transcend these. At the age of 14 his father suddenly passed away, so he was obliged to take over the management of his father’s barber shop and the family’s affairs.

At age 26 he came down with a painful but undiagnosed illness. A friend who was a Buddhist layman asked him, “Since the abode of the self nature is originally pure, where does your illness lie?” Contemplating these words, he was inspired to take part in a 100 day chanting retreat at YeongWonSa Monastery. The retreat was devoted to KwanSeUm, or Avalokitesvara, the Bodhisattva of Compassion. During this retreat his disease was cured, and he made the decision to ordain as a Buddhist monk. In 1937, at the age of 27 he was ordained in Songgwangsa Monastery under Zen Master HyoBong Sunim, one of the greatest Zen Masters of his generation.

KuSan Sunim practiced with great diligence, doing retreats at various meditation halls over the years. In 1943 he built a hermitage to engage in more intensive practice. In 1946 he had his first major awakening and received confirmation from his teacher Master HyoBong Sunim. Four years later he received full Dharma Transmission from him.",1908,1983,1908,1983,The Way of Korean Zen,
